folio,fecha,hora,hora_num,franja,municipio,coordinacion,incidente,familia,peso_violencia,latitud,longitud,geo_confianza
TOL26080105508,2026-08-01,17:17:00,17,vespertina (14-22),TOLUCA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.280545,-99.62339,COORDENADA
TOL26080105513,2026-08-01,17:19:00,17,vespertina (14-22),DONATO GUERRA,VALLE DE BRAVO,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.290533,-100.083877,COORDENADA
TOL26080105533,2026-08-01,17:23:00,17,vespertina (14-22),HUIXQUILUCAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.42363,-99.26245,COORDENADA
TOL26080105548,2026-08-01,17:24:00,17,vespertina (14-22),TOLUCA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.28828,-99.6308,COORDENADA
TOL26080105622,2026-08-01,17:33:00,17,vespertina (14-22),TOLUCA,VALLE TOLUCA,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.27269,-99.63992,COORDENADA
TOL26080105634,2026-08-01,17:34:00,17,vespertina (14-22),TENANCINGO,IXTAPAN,RIÑA,rina,1.5,18.929248,-99.569344,COORDENADA
TOL26080105646,2026-08-01,17:35:00,17,vespertina (14-22),TEXCALYACAC,IXTAPAN,PERSONA TIRADA EN VIA PUBLICA,deceso_dudoso,3.0,19.129815,-99.503364,COORDENADA
TOL26080105654,2026-08-01,17:36:00,17,vespertina (14-22),SAN MATEO ATENCO,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.273245,-99.539475,COORDENADA
TOL26080105659,2026-08-01,17:37:00,17,vespertina (14-22),TENANCINGO,IXTAPAN,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,18.930311,-99.568353,COORDENADA
TOL26080105692,2026-08-01,17:42:00,17,vespertina (14-22),TOLUCA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.280545,-99.62339,COORDENADA
TOL26080105707,2026-08-01,17:44:00,17,vespertina (14-22),TENANCINGO,IXTAPAN,TENTATIVA DE SUICIDIO,deceso_dudoso,3.0,18.95112,-99.593733,COORDENADA
TOL26080105714,2026-08-01,17:44:00,17,vespertina (14-22),IXTLAHUACA,ATLACOMULCO,PERSONA AGRESIVA,rina,1.5,19.609731,-99.858634,COORDENADA
TOL26080105732,2026-08-01,17:46:00,17,vespertina (14-22),TOLUCA,VALLE TOLUCA,ALTERACION DEL ORDEN PUBLICO POR PERSONA DROGADA,rina,1.5,19.29808,-99.65168,COORDENADA
TOL26080105739,2026-08-01,17:47:00,17,vespertina (14-22),TOLUCA,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.35427,-99.61685,COORDENADA
TOL26080105780,2026-08-01,17:52:00,17,vespertina (14-22),CAPULHUAC,VALLE TOLUCA,ROBO DE MOTOCICLETA CON VIOLENCIA,robo_violento,2.0,19.207028,-99.436721,COORDENADA
TOL26080105781,2026-08-01,17:52:00,17,vespertina (14-22),TEMASCALCINGO,ATLACOMULCO,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.821566,-99.992936,COORDENADA
TOL26080105810,2026-08-01,17:56:00,17,vespertina (14-22),TEJUPILCO,IXTAPAN,PERSONA AGRESIVA,rina,1.5,18.9007,-100.15172,COORDENADA
TOL26080105907,2026-08-01,18:08:00,18,vespertina (14-22),TOLUCA,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.296475,-99.68344,COORDENADA
TOL26080105929,2026-08-01,18:11:00,18,vespertina (14-22),HUIXQUILUCAN,METROPOLITANA,RIÑA,rina,1.5,19.37544,-99.29285,COORDENADA
TOL26080105998,2026-08-01,18:18:00,18,vespertina (14-22),NAUCALPAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.51552,-99.244884,COORDENADA
TOL26080106065,2026-08-01,18:25:00,18,vespertina (14-22),ATLACOMULCO,ATLACOMULCO,PERSONA AGRESIVA,rina,1.5,19.798157,-99.873709,COORDENADA
TOL26080106097,2026-08-01,18:28:00,18,vespertina (14-22),TOLUCA,VALLE TOLUCA,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.330154,-99.60853,COORDENADA
TOL26080106164,2026-08-01,18:36:00,18,vespertina (14-22),OCOYOACAC,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.25528,-99.47123,COORDENADA
TOL26080106203,2026-08-01,18:40:00,18,vespertina (14-22),OCOYOACAC,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.25508,-99.47191,COORDENADA
TOL26080106210,2026-08-01,18:40:00,18,vespertina (14-22),NAUCALPAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.45428,-99.268605,COORDENADA
TOL26080106221,2026-08-01,18:43:00,18,vespertina (14-22),TOLUCA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.39693,-99.64621,COORDENADA
TOL26080106287,2026-08-01,18:51:00,18,vespertina (14-22),OTZOLOTEPEC,VALLE TOLUCA,PORTACION DE ARMA BLANCA,arma_blanca,2.0,19.38405,-99.61734,COORDENADA
TOL26080106299,2026-08-01,18:53:00,18,vespertina (14-22),NAUCALPAN,METROPOLITANA,ROBO A TRANSEUNTE CON VIOLENCIA,robo_violento,2.0,19.46089,-99.26406,COORDENADA
TOL26080106305,2026-08-01,18:54:00,18,vespertina (14-22),TIANGUISTENCO,VALLE TOLUCA,PERSONA NO LOCALIZADA O DESAPARECIDA,desaparicion,3.0,19.169437,-99.468973,COORDENADA
TOL26080106307,2026-08-01,18:55:00,18,vespertina (14-22),ZINACANTEPEC,VALLE TOLUCA,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,,,ALTA
TOL26080106312,2026-08-01,18:55:00,18,vespertina (14-22),TOLUCA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.344595,-99.64724,COORDENADA
TOL26080106319,2026-08-01,18:57:00,18,vespertina (14-22),ATLACOMULCO,ATLACOMULCO,ROBO A CASA HABITACION CON VIOLENCIA,robo_violento,2.0,19.78934,-99.874193,COORDENADA
TOL26080106321,2026-08-01,18:58:00,18,vespertina (14-22),JIQUIPILCO,ATLACOMULCO,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.577894,-99.705665,COORDENADA
TOL26080106338,2026-08-01,19:01:00,19,vespertina (14-22),OCUILAN,IXTAPAN,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,18.922197,-99.438607,COORDENADA
TOL26080106342,2026-08-01,19:01:00,19,vespertina (14-22),OCUILAN,IXTAPAN,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,18.925014,-99.436714,COORDENADA
TOL26080106361,2026-08-01,19:04:00,19,vespertina (14-22),OCUILAN,IXTAPAN,PORTACION DE ARMAS DE FUEGO O CARTUCHOS,arma_fuego,3.0,18.929555,-99.437101,COORDENADA
TOL26080106368,2026-08-01,19:05:00,19,vespertina (14-22),OCOYOACAC,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.25478,-99.4725,COORDENADA
TOL26080106409,2026-08-01,19:10:00,19,vespertina (14-22),SAN MATEO ATENCO,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.27052,-99.52906,COORDENADA
TOL26080106438,2026-08-01,19:13:00,19,vespertina (14-22),METEPEC,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.282155,-99.58293,COORDENADA
TOL26080106467,2026-08-01,19:18:00,19,vespertina (14-22),TEMOAYA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.484792,-99.580459,COORDENADA
TOL26080106476,2026-08-01,19:21:00,19,vespertina (14-22),MALINALCO,IXTAPAN,PERSONA AGRESIVA,rina,1.5,18.91629,-99.46115,COORDENADA
TOL26080106494,2026-08-01,19:25:00,19,vespertina (14-22),HUIXQUILUCAN,METROPOLITANA,PERSONA TIRADA EN VIA PUBLICA,deceso_dudoso,3.0,19.409754,-99.27324,COORDENADA
TOL26080106504,2026-08-01,19:26:00,19,vespertina (14-22),ZINACANTEPEC,VALLE TOLUCA,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.28903,-99.83775,COORDENADA
TOL26080106571,2026-08-01,19:36:00,19,vespertina (14-22),VILLA GUERRERO,IXTAPAN,PERSONA AGRESIVA,rina,1.5,18.944467,-99.657377,COORDENADA
TOL26080106619,2026-08-01,19:42:00,19,vespertina (14-22),TOLUCA,VALLE TOLUCA,ROBO A TRANSEUNTE CON VIOLENCIA,robo_violento,2.0,19.314975,-99.670485,COORDENADA
TOL26080106639,2026-08-01,19:44:00,19,vespertina (14-22),TOLUCA,VALLE TOLUCA,ROBO A TRANSEUNTE CON VIOLENCIA,robo_violento,2.0,19.28823,-99.65564,COORDENADA
TOL26080106794,2026-08-01,20:08:00,20,vespertina (14-22),ACAMBAY,ATLACOMULCO,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.898546,-99.862057,COORDENADA
TOL26080106805,2026-08-01,20:09:00,20,vespertina (14-22),TOLUCA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.277785,-99.67612,COORDENADA
TOL26080106829,2026-08-01,20:14:00,20,vespertina (14-22),NAUCALPAN,METROPOLITANA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.45567,-99.24091,COORDENADA
TOL26080106844,2026-08-01,20:16:00,20,vespertina (14-22),TOLUCA,VALLE TOLUCA,ROBO A TRANSEUNTE CON VIOLENCIA,robo_violento,2.0,19.31478,-99.57746,COORDENADA
TOL26080106866,2026-08-01,20:19:00,20,vespertina (14-22),TOLUCA,VALLE TOLUCA,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.26608,-99.67355,COORDENADA
TOL26080106869,2026-08-01,20:19:00,20,vespertina (14-22),ZINACANTEPEC,VALLE TOLUCA,PERSONA LESIONADA POR ARMA BLANCA,arma_blanca,3.0,19.276296,-99.766038,COORDENADA
TOL26080106881,2026-08-01,20:20:00,20,vespertina (14-22),ACULCO,ATLACOMULCO,ROBO DE MOTOCICLETA CON VIOLENCIA,robo_violento,2.0,20.102546,-99.734049,COORDENADA
TOL26080106954,2026-08-01,20:29:00,20,vespertina (14-22),LERMA,VALLE TOLUCA,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.3019,-99.45808,COORDENADA
TOL26080106961,2026-08-01,20:30:00,20,vespertina (14-22),TENANCINGO,IXTAPAN,VIOLENCIA FAMILIAR,violencia_genero,2.0,18.948246,-99.55926,COORDENADA
TOL26080106971,2026-08-01,20:31:00,20,vespertina (14-22),TOLUCA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.3125,-99.57254,COORDENADA
TOL26080106978,2026-08-01,20:32:00,20,vespertina (14-22),NAUCALPAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.511086,-99.236389,COORDENADA
TOL26080106993,2026-08-01,20:35:00,20,vespertina (14-22),TOLUCA,VALLE TOLUCA,ALTERACION DEL ORDEN PUBLICO POR PERSONA DROGADA,rina,1.5,19.27335,-99.67679,COORDENADA
TOL26080107036,2026-08-01,20:40:00,20,vespertina (14-22),LERMA,VALLE TOLUCA,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.322695,-99.460978,COORDENADA
TOL26080107059,2026-08-01,20:44:00,20,vespertina (14-22),NAUCALPAN,METROPOLITANA,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,19.50987,-99.240175,COORDENADA
TOL26080107071,2026-08-01,20:45:00,20,vespertina (14-22),TOLUCA,VALLE TOLUCA,ROBO A NEGOCIO CON VIOLENCIA,robo_violento,2.0,19.280545,-99.62339,COORDENADA
TOL26080107073,2026-08-01,20:46:00,20,vespertina (14-22),OCOYOACAC,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.26646,-99.45208,COORDENADA
TOL26080107075,2026-08-01,20:46:00,20,vespertina (14-22),MEXICALTZINGO,VALLE TOLUCA,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,19.204676,-99.591049,COORDENADA
TOL26080107081,2026-08-01,20:47:00,20,vespertina (14-22),SAN JOSE DEL RINCON,VALLE DE BRAVO,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.566271,-100.170578,COORDENADA
TOL26080107083,2026-08-01,20:48:00,20,vespertina (14-22),NAUCALPAN,METROPOLITANA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.439605,-99.25713,COORDENADA
TOL26080107096,2026-08-01,20:50:00,20,vespertina (14-22),ZINACANTEPEC,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.2808,-99.73301,COORDENADA
TOL26080107105,2026-08-01,20:52:00,20,vespertina (14-22),NAUCALPAN,METROPOLITANA,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,19.447395,-99.253865,COORDENADA
TOL26080107123,2026-08-01,20:54:00,20,vespertina (14-22),XONACATLAN,VALLE TOLUCA,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,19.389975,-99.536473,COORDENADA
TOL26080107128,2026-08-01,20:55:00,20,vespertina (14-22),TOLUCA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.30166,-99.64917,COORDENADA
TOL26080107193,2026-08-01,21:04:00,21,vespertina (14-22),NAUCALPAN,METROPOLITANA,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.447395,-99.253865,COORDENADA
TOL26080107216,2026-08-01,21:07:00,21,vespertina (14-22),CALIMAYA,IXTAPAN,RIÑA,rina,1.5,19.196849,-99.630477,COORDENADA
TOL26080107226,2026-08-01,21:08:00,21,vespertina (14-22),TOLUCA,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.31264,-99.577205,COORDENADA
TOL26080107229,2026-08-01,21:09:00,21,vespertina (14-22),NAUCALPAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.4513,-99.243657,COORDENADA
TOL26080107249,2026-08-01,21:10:00,21,vespertina (14-22),OCOYOACAC,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.284237,-99.464358,COORDENADA
TOL26080107255,2026-08-01,21:11:00,21,vespertina (14-22),MALINALCO,IXTAPAN,ALTERACION DEL ORDEN PUBLICO POR PERSONA DROGADA,rina,1.5,,,ALTA
TOL26080107288,2026-08-01,21:17:00,21,vespertina (14-22),LERMA,VALLE TOLUCA,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,19.305575,-99.45961,COORDENADA
TOL26080107289,2026-08-01,21:17:00,21,vespertina (14-22),ACULCO,ATLACOMULCO,ROBO DE VEHICULO PARTICULAR CON VIOLENCIA,robo_violento,2.0,20.103943,-99.723538,COORDENADA
TOL26080107328,2026-08-01,21:22:00,21,vespertina (14-22),NAUCALPAN,METROPOLITANA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.44005,-99.29915,COORDENADA
TOL26080107339,2026-08-01,21:25:00,21,vespertina (14-22),TOLUCA,VALLE TOLUCA,ROBO A TRANSEUNTE CON VIOLENCIA,robo_violento,2.0,19.325829,-99.594771,COORDENADA
TOL26080107346,2026-08-01,21:27:00,21,vespertina (14-22),TOLUCA,VALLE TOLUCA,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,19.30808,-99.652765,COORDENADA
TOL26080107364,2026-08-01,21:29:00,21,vespertina (14-22),SAN MATEO ATENCO,VALLE TOLUCA,PERSONA TIRADA EN VIA PUBLICA,deceso_dudoso,3.0,,,MEDIA
TOL26080107375,2026-08-01,21:30:00,21,vespertina (14-22),NAUCALPAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.459415,-99.276155,COORDENADA
TOL26080107385,2026-08-01,21:31:00,21,vespertina (14-22),SAN MATEO ATENCO,VALLE TOLUCA,PERSONA TIRADA EN VIA PUBLICA,deceso_dudoso,3.0,,,MEDIA
TOL26080107424,2026-08-01,21:37:00,21,vespertina (14-22),IXTLAHUACA,ATLACOMULCO,PERSONA AGRESIVA,rina,1.5,,,MEDIA
TOL26080107438,2026-08-01,21:39:00,21,vespertina (14-22),TOLUCA,VALLE TOLUCA,RIÑA,rina,1.5,19.36417,-99.673265,COORDENADA
TOL26080107482,2026-08-01,21:47:00,21,vespertina (14-22),NAUCALPAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.4621,-99.27785,COORDENADA
TOL26080107527,2026-08-01,21:55:00,21,vespertina (14-22),TEMOAYA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.488419,-99.574858,COORDENADA
TOL26080107535,2026-08-01,21:56:00,21,vespertina (14-22),HUIXQUILUCAN,METROPOLITANA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.346195,-99.33317,COORDENADA
TOL26080107545,2026-08-01,21:58:00,21,vespertina (14-22),TOLUCA,VALLE TOLUCA,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.37212,-99.62724,COORDENADA
TOL26080107546,2026-08-01,21:58:00,21,vespertina (14-22),OCOYOACAC,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.28382,-99.46618,COORDENADA
TOL26080107590,2026-08-01,22:04:00,22,nocturna (22-06),TOLUCA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.358088,-99.643708,COORDENADA
TOL26080107598,2026-08-01,22:06:00,22,nocturna (22-06),TENANGO DEL VALLE,IXTAPAN,RIÑA,rina,1.5,19.123517,-99.635047,COORDENADA
TOL26080107624,2026-08-01,22:11:00,22,nocturna (22-06),ZINACANTEPEC,VALLE TOLUCA,RIÑA,rina,1.5,19.29807,-99.752945,COORDENADA
TOL26080107626,2026-08-01,22:11:00,22,nocturna (22-06),XONACATLAN,VALLE TOLUCA,RIÑA,rina,1.5,19.411677,-99.526764,COORDENADA
TOL26080107640,2026-08-01,22:15:00,22,nocturna (22-06),TOLUCA,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.23272,-99.66791,COORDENADA
TOL26080107652,2026-08-01,22:16:00,22,nocturna (22-06),TOLUCA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.330154,-99.60853,COORDENADA
TOL26080107670,2026-08-01,22:18:00,22,nocturna (22-06),JILOTEPEC,ATLACOMULCO,PERSONA AGRESIVA,rina,1.5,19.965065,-99.552891,COORDENADA
TOL26080107679,2026-08-01,22:19:00,22,nocturna (22-06),TOLUCA,VALLE TOLUCA,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.355235,-99.593185,COORDENADA
TOL26080107715,2026-08-01,22:24:00,22,nocturna (22-06),OTZOLOTEPEC,VALLE TOLUCA,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,19.384283,-99.54799,COORDENADA
TOL26080107719,2026-08-01,22:25:00,22,nocturna (22-06),EL ORO,VALLE DE BRAVO,RIÑA,rina,1.5,19.78233,-100.121025,COORDENADA
TOL26080107729,2026-08-01,22:27:00,22,nocturna (22-06),NAUCALPAN,METROPOLITANA,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.44644,-99.26015,COORDENADA
TOL26080107747,2026-08-01,22:30:00,22,nocturna (22-06),HUIXQUILUCAN,METROPOLITANA,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.34318,-99.33439,COORDENADA
TOL26080107776,2026-08-01,22:34:00,22,nocturna (22-06),ZINACANTEPEC,VALLE TOLUCA,PERSONA TIRADA EN VIA PUBLICA,deceso_dudoso,3.0,19.327236,-99.735333,COORDENADA
TOL26080107796,2026-08-01,22:37:00,22,nocturna (22-06),TOLUCA,VALLE TOLUCA,PORTACION DE ARMAS DE FUEGO O CARTUCHOS,arma_fuego,3.0,19.27762,-99.64589,COORDENADA
TOL26080107828,2026-08-01,22:41:00,22,nocturna (22-06),ALMOLOYA,VALLE TOLUCA,PERSONA TIRADA EN VIA PUBLICA,deceso_dudoso,3.0,19.31758,-99.7321,COORDENADA
TOL26080107871,2026-08-01,22:47:00,22,nocturna (22-06),IXTLAHUACA,ATLACOMULCO,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.664171,-99.872214,COORDENADA
TOL26080107872,2026-08-01,22:47:00,22,nocturna (22-06),TEMOAYA,VALLE TOLUCA,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.500817,-99.556656,COORDENADA
TOL26080107892,2026-08-01,22:51:00,22,nocturna (22-06),VALLE DE BRAVO,VALLE DE BRAVO,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.19224,-100.135065,COORDENADA
TOL26080107901,2026-08-01,22:51:00,22,nocturna (22-06),SAN FELIPE DEL PROGRESO,VALLE DE BRAVO,PERSONA AGRESIVA,rina,1.5,19.693342,-99.939899,COORDENADA
TOL26080107939,2026-08-01,22:57:00,22,nocturna (22-06),TOLUCA,VALLE TOLUCA,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.31939,-99.68006,COORDENADA
TOL26080107940,2026-08-01,22:57:00,22,nocturna (22-06),EL ORO,VALLE DE BRAVO,PORTACION DE ARMA BLANCA,arma_blanca,2.0,19.78233,-100.121025,COORDENADA
TOL26080107970,2026-08-01,23:03:00,23,nocturna (22-06),ZINACANTEPEC,VALLE TOLUCA,PERSONA TIRADA EN VIA PUBLICA,deceso_dudoso,3.0,19.26899,-99.749585,COORDENADA
TOL26080107988,2026-08-01,23:06:00,23,nocturna (22-06),TEMASCALCINGO,ATLACOMULCO,PORTACION DE ARMAS DE FUEGO O CARTUCHOS,arma_fuego,3.0,19.991752,-100.024876,COORDENADA
TOL26080108051,2026-08-01,23:17:00,23,nocturna (22-06),CALIMAYA,IXTAPAN,PERSONA AGRESIVA,rina,1.5,19.16004,-99.610362,COORDENADA
TOL26080108054,2026-08-01,23:17:00,23,nocturna (22-06),NAUCALPAN,METROPOLITANA,ROBO A TRANSEUNTE CON VIOLENCIA,robo_violento,2.0,19.48485,-99.24149,COORDENADA
TOL26080108058,2026-08-01,23:18:00,23,nocturna (22-06),LERMA,VALLE TOLUCA,RIÑA,rina,1.5,19.26694,-99.506625,COORDENADA
TOL26080108065,2026-08-01,23:19:00,23,nocturna (22-06),NAUCALPAN,METROPOLITANA,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,19.4465,-99.29283,COORDENADA
TOL26080108084,2026-08-01,23:22:00,23,nocturna (22-06),MEXICALTZINGO,VALLE TOLUCA,PORTACION DE ARMAS DE FUEGO O CARTUCHOS,arma_fuego,3.0,19.206477,-99.578018,COORDENADA
TOL26080108100,2026-08-01,23:25:00,23,nocturna (22-06),IXTLAHUACA,ATLACOMULCO,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.568848,-99.763445,COORDENADA
TOL26080108121,2026-08-01,23:27:00,23,nocturna (22-06),METEPEC,VALLE TOLUCA,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.282155,-99.58293,COORDENADA
TOL26080108128,2026-08-01,23:29:00,23,nocturna (22-06),NAUCALPAN,METROPOLITANA,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,19.45177,-99.25061,COORDENADA
TOL26080108177,2026-08-01,23:39:00,23,nocturna (22-06),TOLUCA,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.32135,-99.54162,COORDENADA
TOL26080108178,2026-08-01,23:39:00,23,nocturna (22-06),OCOYOACAC,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.276715,-99.489475,COORDENADA
TOL26080108184,2026-08-01,23:40:00,23,nocturna (22-06),OCUILAN,IXTAPAN,RIÑA,rina,1.5,19.063271,-99.381992,COORDENADA
TOL26080108186,2026-08-01,23:40:00,23,nocturna (22-06),TOLUCA,VALLE TOLUCA,RIÑA,rina,1.5,19.32135,-99.54162,COORDENADA
TOL26080108198,2026-08-01,23:43:00,23,nocturna (22-06),NAUCALPAN,METROPOLITANA,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.46089,-99.26406,COORDENADA
TOL26080108203,2026-08-01,23:44:00,23,nocturna (22-06),SAN MATEO ATENCO,VALLE TOLUCA,PORTACION DE ARMAS DE FUEGO O CARTUCHOS,arma_fuego,3.0,19.27481,-99.524465,COORDENADA
TOL26080108225,2026-08-01,23:47:00,23,nocturna (22-06),NAUCALPAN,METROPOLITANA,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.43806,-99.29051,COORDENADA
TOL26080108243,2026-08-01,23:51:00,23,nocturna (22-06),HUIXQUILUCAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.385439,-99.280855,COORDENADA
TOL26080108251,2026-08-01,23:52:00,23,nocturna (22-06),TOLUCA,VALLE TOLUCA,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,19.31622,-99.56902,COORDENADA
TOL26080108257,2026-08-01,23:53:00,23,nocturna (22-06),TOLUCA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.29023,-99.65713,COORDENADA
TOL26080108262,2026-08-01,23:55:00,23,nocturna (22-06),METEPEC,VALLE TOLUCA,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.25551,-99.63309,COORDENADA
TOL26080108268,2026-08-01,23:55:00,23,nocturna (22-06),ATIZAPAN,METROPOLITANA,AMENAZA DE SUICIDIO,deceso_dudoso,3.0,19.176809,-99.486496,COORDENADA
TOL26080108269,2026-08-01,23:55:00,23,nocturna (22-06),TOLUCA,VALLE TOLUCA,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,19.315948,-99.569565,COORDENADA
TOL26080108275,2026-08-01,23:57:00,23,nocturna (22-06),TOLUCA,VALLE TOLUCA,RIÑA,rina,1.5,19.33863,-99.60081,COORDENADA
TOL26080108282,2026-08-01,23:58:00,23,nocturna (22-06),TOLUCA,VALLE TOLUCA,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.30808,-99.652765,COORDENADA
TOL26080108288,2026-08-01,23:59:00,23,nocturna (22-06),SAN ANTONIO LA ISLA,VALLE TOLUCA,PORTACION DE ARMAS DE FUEGO O CARTUCHOS,arma_fuego,3.0,19.155973,-99.565185,COORDENADA
TOL26080200018,2026-08-02,00:02:00,0,nocturna (22-06),NAUCALPAN,METROPOLITANA,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,19.444105,-99.255825,COORDENADA
TOL26080200022,2026-08-02,00:03:00,0,nocturna (22-06),SAN ANTONIO LA ISLA,VALLE TOLUCA,RIÑA,rina,1.5,19.155973,-99.565185,COORDENADA
TOL26080200034,2026-08-02,00:06:00,0,nocturna (22-06),NAUCALPAN,METROPOLITANA,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.44312,-99.2576,COORDENADA
TOL26080200056,2026-08-02,00:11:00,0,nocturna (22-06),TOLUCA,VALLE TOLUCA,RIÑA,rina,1.5,19.298885,-99.66157,COORDENADA
TOL26080200070,2026-08-02,00:15:00,0,nocturna (22-06),NAUCALPAN,METROPOLITANA,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.43806,-99.29051,COORDENADA
